eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-84950335721,10.11113/jt.v77.6861,,,CO<inf>2</inf> emissions for concrete bore piling construction,ar,Article,Nik Nurul-Hidayah N.Y.,60016775;60014652,International Islamic University Malaysia;Hokkaido University,Kuala Lumpur;Sapporo,Malaysia;Japan,5,"Nik Nurul-Hidayah, N. Y.;Shamzani Affendy, M. D.;Abdullah, Alias;Sugiyama, T.;Purwanto, Hadi",57009149100;55576626900;56264263600;7402751449;6603346135,60016775;60016775;60016775;60014652;60016775,2015-01-01,2015,Jurnal Teknologi,01279696,21100220470,,Journal,77,30,,25-34,"Japan and Malaysia are among the sustainable countries in the world ranking 26 and 51 in the Environmental Performance Index (EPI), accordingly. Recent data obtained from the statistical department shows that both countries GDP contributed by the construction industries amounting 18.6% in Malaysia while Japan at 10% contribution in 2012. Malaysia and Japan are the countries that depend on the concrete infrastructure construction. As the development demand of the countries increase rapidly, it is a huge challenge to the construction industry player to sustain the environment from degradation. Hence, this paper offer strategic plans mitigation measures in resolving those issues. CO2 is the environmental performance indicator to be evaluated in this paper, specifically on bore piling concrete structure construction. Construction site from Malaysia had been investigated. These data are then being analysed by using the 2014 Malaysia inventory data that was developed through this study. The key finding of this research is the 2014 Malaysian energy CO2 emission inventory data, the concrete bore pile life cycle analysis for the scope of construction and transportation of materials of CO2 emissions found at 20,910.54kg-CO2/m3. In comparison with Japanese concrete infrastructure, this amount is the highest thus proven that volume of concrete did not affect the amount of disseminated CO2 to the environment but the amount of combustion from machineries from and transportation affect the CO2 emissions. Another significant finding of this paper is the strategic mitigation measure that was done in the planning stage and imposed on site. Hence, CO2 emissions ground from the concrete construction activities are turning back its cycle by affecting construction industry itself.",Carbon dioxide (CO ) 2 | Concrete | Construction | Inventory analysis | Life cycle assessment | Strategic environmental planning,1,1,publisherfree2read,Bronze,,undefined,
2-s2.0-84948420361,10.1016/j.proeng.2015.08.420,S1877705815020755,,Structural System Embodied Carbon Analysis for Super Tall Buildings,cp,Conference Paper,Zhao X.,60121322;60073652,Tongji Architectural Design (Group) Co. Ltd;Tongji University,Shanghai;Shanghai,China;China,2,"Zhao, Xin;Haojia, M. A.",56978333700;56979350400,60073652-60121322;60073652,2015-01-01,2015,Procedia Engineering,18777058,18700156717,18777058,Conference Proceeding,118,,,215-222,"Building construction has been the main fields of energy consumption and greenhouse gas emission in the world nowadays. With the increase of building height, the amount of carbon dioxide discharged by the building has increased significantly during the entire life cycle. The impact of super tall buildings on the environment has drawn increasing attention due to the huge energy and material consumption. In the life cycle of the building, the carbon emissions are composed of three parts, say embodied carbon, operating carbon and demolition and disposal carbon. Embodied carbon of structural system contributes the most carbon emission during the construction stage of a supper tall building and thus is an important index to measure the environmental impacts of different structural systems for a given super tall building. The embodied carbons and environmental costs of typical super tall building structures for different structural systems are thoroughly analyzed in this study. The distribution of embodied carbons of critical structural members, such as the frame columns, central core walls, structural floors and outrigger trusses are also discussed. At last, this paper analyses the fundamental factors which influence the environmental costs, and the analysis results will provide a guide for the sustainable structural design of super tall buildings.",Embodied carbon | environmental cost | structural system | super tall buildings | sustainable structural design,8,1,publisherfullgold,Gold,,09dz1207704,
2-s2.0-84946090770,10.3390/en81011047,,,Energy and environmental evaluation of non-transparent constructions of building envelope for wooden houses,ar,Article,Vilčeková S.,60026260,Technická Univerzita v Košiciach,Kosice,Slovakia,4,"Vilčeková, Silvia;Čuláková, Monika;Burdová, Eva Krídlová;Katunská, Jana",26428622400;55480102400;57222643369;55515525400,60026260;60026260;60026260;60026260,2015-01-01,2015,Energies,,62932,19961073,Journal,8,10,,11047-11075,"The contribution of embodied energy (EE) and greenhouse gas emissions to building materials and structures has been recognized as significant, especially for nearly-zero energy-efficient buildings. The aim of this paper is to evaluate the composition of non-transparent structures of building envelopes from energy and environmental perspectives using the life-cycle assessment method. The study assesses environmental indicators such as EE from non-renewable resources and CO2eq and SO2eq emissions from proposed assemblies of building structures for nearly-zero energy wooden houses. Material compositions are also calculated in terms of selected thermal-physical aspects (U-value, phase shift of thermal oscillation, relaxation time) to ensure the reduction of energy consumption during building operation. All results are compared using a multi-dimensional evaluation approach through mathematical methods. The multi-criteria decision analysis demonstrates that material optimization of building structures is possible to ensure a marked reduction of the energy consumption and carbon footprint of buildings.",Building materials | Construction | Environmental impacts | Multi-criteria decision analysis | Thermal-physical parameters | Wooden houses,13,1,repositoryam,Green,,undefined,
2-s2.0-84946059416,10.1016/j.proeng.2015.08.044,S1877705815016835,,A Comparative LCF Study of S960QL High Strength Steel and S355J2 Mild Steel,cp,Conference Paper,͆lęzak T.,60008056,Wojskowa Akademia Techniczna,Warsaw,Poland,2,"͆lęzak, Tomasz;͆niezek, Lucjan",57189704127;35489000500,60008056;60008056,2015-01-01,2015,Procedia Engineering,18777058,18700156717,18777058,Conference Proceeding,114,,,78-85,"Nowadays high strength steels are gained increasing popularity for use in steel constructions and machinery components. Their fatigue properties, however, are not yet well characterized, especially in comparison with widespread conventional structural steel S355J2. In this study were conducted the assessment of use HSS steel in extremely loaded components with existing plastic strains. In order to obtain the necessary characteristics and fatigue properties, materials were tested under LCF strain-based mode with strain ratio Rε = 0,1 and strain rate of 10-2 1/s. Because of its higher strength, S960QL steel exhibits a slightly higher fatigue resistant under the total strain amplitude lower than 0,5% compared to mild steel and similar under higher strains. Obtained results show that investigated HSS steel can successfully supersede presently used conventional mild steel in heavily loaded components simultaneously decreasing dead weight of the structure.",fatigue fracture analysis | fatigue life prediction | fatigue properties | high stength steels | low cycle fatigue | strain based,18,1,publisherfullgold,Gold,,undefined,
2-s2.0-84935468082,,,,Global warming potential impact due to pile foundation construction using life cycle assessment,ar,Article,Ay-Eldeen M.K.,60273876,Faculty of Engineering,New Borg El Arab,Egypt,2,"Ay-Eldeen, Mohamed K.;Negm, Abdalazim M.",56711268500;7004092181,60273876;60273876,2015-01-01,2015,Electronic Journal of Geotechnical Engineering,,15642,10893032,Journal,20,12,,4413-4421,"Many buildings worldwide are rested on pile foundation either due to the heavy load or due to weak bearing capacity of soil or both. Pile may be pre-casted or casted on site. In both cases, pile construction processes consumes much energy and therefore produces emission which results in environmental impacts both on local scale and/or global one. Transportation used to complete the construction also consumes energy and produces emissions to the environment. Environmental impact assessment is used to assess the local impact of construction stage. The global impacts such global potential (GWP) is evaluated by using the life cycle assessment (LCA). To the best knowledge of the authors, no single study has been conducted in Egypt to assess the GWP of pile foundation construction stage. Therefore, this research comes on line to fill this gap. This study focused on a typical building with area of about 1300m<sup>2</sup>. The foundation of the building is piled raft with thickness of 140 cm over plain concrete of 20 cm thickness. The raft rests over about 400 concrete piles with diameter of 60 cm and length of 14 m. Because of data constraints, CO<inf>2</inf> and N<inf>2</inf>O emissions shall be considered and the category which taken into account is global warming potential. Two different stages are considered and compared during this LCA study; the construction processes and the transportation phase.",Drilling | Global warming potential | Life cycle assessment and concrete | Pile foundation,6,0,,,,undefined,
2-s2.0-84929257078,10.1061/9780784479117.199,,,Sustainability and structural fire engineering,cp,Conference Paper,Fischer E.,60032781,Lyles School of Civil Engineering,West Lafayette,United States,2,"Fischer, Erica C.;Varma, Amit H.",56640558300;7202667343,60032781;60032781,2015-01-01,2015,Structures Congress 2015 - Proceedings of the 2015 Structures Congress,,21100390183,,Conference Proceeding,,,,2293-2299,"Many buildings in the U.S. are vulnerable to natural and man-made disasters due to the increased popularity of sustainable building infrastructure. Life cycle assessment analyses are required to design and achieve ""green"" building status. These analyses do not require evaluations of building performance during natural or man-made hazards. Increases in labor and material caused by robust and resilient systems also often increase embodied energy and carbon dioxide emissions. Those LCA analyses which do consider seismic performance of a building many times do not take into account the seismic performance of the non-structural secondary systems (partition walls, drop ceilings, etc.). In the particular case of fire hazards, automatic sprinkler systems add 30-40kg of embodied carbon to a building; however, reduce the risk factor for fire during the life span of a building. To prevent post-fire repairs, which would increase the embodied energy and carbon of the building more, hazard mitigation needs to be integrated with sustainability. The development of performance-based design standards helps this integration; however, the lack of risk factors incorporated into life cycle assessments needs to be remedied, not just for seismic design, but all natural disasters. This paper references previous developments in the marriage between natural hazard mitigation and sustainability as well as the limitations of the tools available to structural engineers. Advancements in the development of a risk factor for fire is discussed as well as the increased carbon emissions and embodied energy of buildings without active fire protective measures.",,1,0,,,,undefined,
2-s2.0-84926500953,10.1061/9780784479070.049,,,Developing a basis for design-embodied carbon in structures,cp,Conference Paper,Sarkisian M.,100381732,Skidmore,San Francisco,United States,3,"Sarkisian, M.;Shook, D.;Zhang, J.",6603865682;18038907800;55367232900,100381732;100381732;100381732,2015-01-01,2015,AEI 2015: Birth and Life of the Integrated Building - Proceedings of the AEI Conference 2015,,21100384245,,Conference Proceeding,,,,555-566,"To date, most considerations for the impact of carbon emissions in the built environment directly relate to building operations. However, in most major projects it takes approximately 20 years of operational life before operational carbon exceeds the carbon embodied in the original construction. Minimum acceptance goals for implementation must then be created to encourage a responsible approach to environmental design-one that accounts for carbon emissions from groundbreaking through the building's service life. A tall building, at the time of construction, has a large impact on the environment through the production of building components, delivery, and construction as well as considering life-cycle in areas of abnormal loading (i.e., seismicity). SOM has developed an advanced algorithm called the Environmental Analysis Tool that evaluates embodied carbon as well as cost benefits of enhanced seismic force resisting systems in buildings and infrastructures. An evaluation of embodied carbon in over 200 built structures has revealed trends and correlations among common design parameters such as building height, occupancy type, seismic and wind conditions. This information can be utilized to set design goals and to provide standards for the reduction of embodied carbon through high performance seismic systems such as seismic isolation and pin-fuse devices, as well as ideas including Sustainable Form-Inclusion Systems (SFIS). Finally, an advanced parametric model has been created for new and existing urban developments. The Parametric City Model (PCM) will be used to illustrate the effects of material, construction, and urban density on the environment. Specific national and international tall building examples will be discussed. Buildings will include many of the tallest to date, including the Burj Khalifa, Dubai. These projects amongst others will be used as a basis to develop standards for design and construction for embodied carbon in structures. It is the hope that these requirements would eventually become standards for the industry.",,0,0,,,,undefined,
2-s2.0-84925936172,10.1016/j.aei.2014.09.001,S1474034614000871,,BIM extension for the sustainability appraisal of conceptual steel design,ar,Article,Oti A.H.,60015138;60014564,University of Nottingham;Oxford Brookes University,Nottingham;Oxford,United Kingdom;United Kingdom,2,"Oti, Akponanabofa Henry;Tizani, Walid",55102715300;6602523239,60014564;60015138,2015-01-01,2015,Advanced Engineering Informatics,14740346,23640,,Journal,29,1,,28-46,"Contemporary advancements in Information Technology and the efforts from various research initiatives in the AEC industry are showing evidence of progress with the emergence of building information modelling (BIM). BIM presents the opportunity of electronically modelling and managing the vast amount of information embedded in a building project, from its conception to end-of-life. Researchers have been looking at extensions to expand its scope. Sustainability is one such modelling extension that is in need of development. This is becoming pertinent for the structural engineer as recent design criteria have put great emphasis on the sustainability credentials in addition to the traditional criteria of structural integrity, constructability and cost. With the complexity of designs, there are now needs to provide decision support tools to aid in the assessment of the sustainability credentials of design solutions. Such tools would be most beneficial at the conceptual design stage so that sustainability is built into the design solution starting from its inception. The sustainability of buildings is related to life cycle and is measured using indicator-terms such as life cycle costing, ecological footprint and carbon footprint. This paper proposes a modelling framework combining these three indicators in providing sustainability assessments of alternative design solutions based on the economic and environmental sustainability pillars. It employs the principles of feature-based modelling to extract construction-specific information from product models for the purposes of sustainability analysis. A prototype system is implemented using .NET and linked to the BIM enabled software, Revit Structures™. The system appraises alternative design solutions using multi-criteria performance analysis. This work demonstrates that current process and data modelling techniques can be employed to model sustainability related information to inform decisions right from the early stages of structural design. It concludes that the utilized information modelling representations - in the form of a process model, implementation algorithms and object-based instantiations - can capture sustainability related information to inform decisions at the early stages of the structural design process.",Bim extension | Conceptual design | Feature-based modelling | Sustainability,72,0,repositoryam,Green,,undefined,
2-s2.0-84921893943,,,,Research on the exergy and CO<inf>2</inf> emissions of the energy-saving design of building envelope,ar,Article,Gong G.,60032356,Hunan University,Changsha,China,5,"Gong, Guang Cai;Cai, Li Qun;Wang, Ping;Wang, Ying;Li, Long",7103214912;56496113600;55496427500;57200053402;56121286400,60032356;60032356;60032356;60032356;60032356,2015-01-01,25 January 2015,Hunan Daxue Xuebao/Journal of Hunan University Natural Sciences,16742974,22386,,Journal,42,1,,109-114,"To achieve the comprehensive assessment goal of economy and energy conservation in energy-saving design scheme selection, based on the life cycle theory, exergy analysis method and thermo-economics, the exergy consumption and CO2 emissions of different energy-saving design schemes and exergy cost models were evaluated and built. The analysis of the two energy conservation schemes of an office building in Zhuzhou indicates that, to reach the true sense of energy conservation, energy saving and CO2 emission cuts in building operation stage should be greater than the consumption in building production stage. The energy consumption and CO2 emission in the building production stage of Scheme one and Scheme two will need 10, 11 years and 4, 5 years respectively to be offset. And the exergy consumption in the production stage is far more than the exergy saving in the operation stage. The analysis result of exergy cost reveals lower exergy cost means less investment, more low-grade energy usage and higher exergy efficiency. It shows the energy saving property and sustainability of buildings.",Building envelopes | Energy-saving design | Exergy | Thermo economics,3,0,,,,51378186,
2-s2.0-84922073703,10.1007/s11367-014-0797-z,,,Life cycle assessment as a decision support tool for bridge procurement: environmental impact comparison among five bridge designs,ar,Article,Du G.,60011659;60002014;114725772;113410932,Skanska;The Royal Institute of Technology (KTH);FOLKBRO;ÅF Infrastructure AB,Solna;Stockholm;Kista;Stockholm,Sweden;Sweden;Sweden;Sweden,4,"Du, Guangli;Safi, Mohammed;Pettersson, Lars;Karoumi, Raid",55523545500;55537255600;36904672300;6505962168,60002014;114725772-113410932;60002014-60011659;60002014,2014-12-01,December 2014,International Journal of Life Cycle Assessment,09483349,23271,16147502,Journal,19,12,,1948-1964,"Purpose: The conventional decision-making for bridges is mostly focusing on technical, economical, and safety perspectives. Nowadays, the society devotes an ever-increased effort to the construction sector regarding their environmental performance. However, considering the complexity of the environmental problems and the diverse character of bridges, the related research for bridge as a whole system is very rare. Most existing studies were only conducted for a single indicator, part of the structure components, or a specific life stage.",Bridge LCA | Carbon footprint | CO  equivalent emission 2 | Environment | Global warming potential | LCA for construction | Life cycle assessment | Sustainable construction,55,0,repositoryam,Green,,undefined,
2-s2.0-84927549434,10.1108/SASBE-04-2013-0024,,,Material eco-efficiency indicators for brazilian buildings,ar,Article,Saade M.R.M.,60029570;60028426,Universidade Estadual de Campinas;Federal University of Espirito Santo,Campinas;Vitória,Brazil;Brazil,6,"Saade, Marcella Ruschi Mendes;da Silva, Maristela G.;Gomes, Vanessa;Franco, Hawllynsgton Gumez;Schwamback, Dimaghi;Lavor, Blandina",24401621500;8842739900;24381682400;56589659200;56590091200;56589930000,60029570;60028426;60029570;60028426;60028426;60028426,2014-05-13,13 May 2014,Smart and Sustainable Built Environment,20466099,21100385605,20466102,Journal,3,1,,54-71,"Purpose – The purpose of this paper is to propose a set of lifecycle-based indicators to describe material eco-efficiency of buildings normalized per unit of gross floor area (GFA), and at verifying feasibility of their calculation for building materials and components, based upon four case studies. The paper also examines the effects that discrepancies between two carbon footprint accounting methods (embodied CO2 (ECO2) vs embodied CO2e) have on communication of environmental performance of selected materials. Design/methodology/approach – The lifecycle assessments (LCAs) were performed through LCA support platform SimaPro 7.3. Data for materials/components production cycle modeling were collected from primary and secondary data from national literature or adapted from Ecoinvent database. Embodied energy, ECO2, blue water footprint (bWF), non-renewable content and volatile organic compound emissions (VOCe) indicators were calculated from lifecycle inventory (LCI) outputs, while embodied CO2e was calculated using CML 2001 v.2.01 impact assessment method. Findings – Obtained results suggest that a core database comprised of 12 materials and components – cement, ceramic blocks, steel rebar, sawn timber planks, PVC tubes, plywood, PVC conduits, roof steel structure, roundwood, ceramic tiles, hydrated lime and adhesive mortar – provides a very reasonable description of a building’s embodied energy (99.63 percent), embodied CO2e (97.50 percent), bWF (96.26 percent), non-renewable content (97.53 percent) and VOCe (95.38 percent) profiles. Except for bWF of cement and concrete, substantial reductions in the metrics’ values captured environmental advantages of partially substituting ground granulated blast furnace slag (ggbs) for clinker Portland. Originality/value – The disclosure of embodied energy and carbon, as well as of other environmental performance data at whole-building level (per unit of GFA) pointed out in this paper, allows comparability and helps to establish performance goals and benchmarks and to guide policy decisions. Following a coordinated methodological outline, future works are expected to evolve to gradually constitute a LCI database that enables the use of the proposed metrics and of LCA as decision-making tools in the building sector.",Carbon | Ecoefficiency | Embodied energy | Indicators | Material | Water,13,0,,,CNPq,undefined,Conselho Nacional de Desenvolvimento Científico e Tecnológico
2-s2.0-84897750661,,,,"2013 International Conference on Manufacture Engineering and Environment Engineering, MEEE 2013",cr,Conference Review,,,,,,,,,,2014-03-19,2014,WIT Transactions on Engineering Sciences,17433533,6000195382,,Conference Proceeding,84 VOLUME 2,,,,"The proceedings contain 216 papers. The special focus in this conference is on New Materials and Advanced Materials, Material Processing Technology, Product Design and Manufacturing Technology, Automation and Mechatronics and Environment Energy. The topics include: Analysis of energy investment efficiency; pedestrian delay at signal intersections; selection and construction of a mathematical model for heat-pump drying of tilapia fillets; the system development of quality information management in tower sampling of geometry dimension; CPU scheduling visualization; design method of phase transition at signalized intersection; a new intelligent proportion integration differentiation controller using neural network; safety analysis and assessment for complicated aircraft system based on formal model; locating technology for life-searching ball in earthquake rescue; large ship's turning test and its security; design and application of fiber handset control system; lightweight design of frame based on orthogonal test; based on stirling engine car exhaust heat recovery system modeling simulation; research of the heat treatment process to solve the wear problem of lathe tailstock; technical feature and process of MPM3 type mica paper; smart grid design of meter reading system based on wireless sensor networks; study on the soil stabilization capability of three ornamental grasses growing on the gravel slope; study on compensation effects of nitrogen and water stress duration in the yield of soybean; the research and application of TCA2003 total station on foundation pit deformation monitoring; application of optimization method in atmospheric pollutant amount control; preparative technique of ZnO thin film and application research in solar cell; the study on electrical power load-frequency control system using fuzzy logic controller; application of integrated geophysical exploration on oil-gas exploration; dynamic false contour in LED display; 3D reverse from line drawings; hardware design of motion control card based on CAMAC bus; research on city intelligent transport cloud; time series analysis algorithm with probabilistic finite automata; a low-light-level CCD camera design and implementation of low cost and large field; a new kind of transportation mode for grate cooler; numerical study on the seakeeping prediction of the wave-piercing catamaran; study on an improved ART algorithm; studies on China's tax policies on new energy industries; incentive policy for the implementation of energy-saving buildings; analysis on environmental risk of liquid ammonia leakage in panjin coproduction power plant; low carbon economy inevitability research based on the ecological thermodynamics and behavioral economics; carbon tax or carbon emissions trading; regulation and guarantee computation analysis of junshan hydropower station; Analysis on static heat transfer characteristics of U-tube natural circulation steam generator; the study of using waste organic silk to manufacture activated carbon fiber; the influence of difference in urban underlying surface on air quality; prediction of domestic wastewater discharge volume in china; study on the effect of the Liao river wetland on removal nitrogen; research on core talents development in new energy enterprises; a discussion about the influence factors of producing stable methane; study on initial accounting recognition of carbon emissions rights; study on relationship between China's energy consumption and economic growth; research on regulation of new energy industry in China; an analysis of the effectiveness of China's environmental financial policy; empirical analysis on low-carbon agriculture development status quo in China; study on regional differences and countermeasures in energy efficiency; study on removal mechanisms on humic acid of drinking source water with Fenton reagent; study on industrial energy saving index decomposition in Hebei province; empirical analysis of carbon emissions decomposition for china; on low-carbon transformation of Zhengzhou in central plain economic zone establishment; study on adsorption of Cr (VI) with natural zeolite modified by hydrotalcite; the effect of water environment subjected to global warming; hydropower development and its negative effects on water quality; empirical study on the environmental Kuznets curve for CO2 in China; an energy-saving drying treatment method for municipal sewage sludge; energy consumption elasticity analysis based on translog production function in Shaanxi; low-carbon patented technology licensing in China; the barriers and countermeasures for the development of new energy industry in China; calculation of emission reduction on integrated gasification combined cycle power project; water environmental protection strategy of Dagu river basin in Qingdao, China; the exploration about the path of carbon emission reduction in China; lines design research on environmental protection NOBS; enterprise green development index evaluation model in low-carbon; the low carbonization of high-carbon industry based on tripartite game; study on the path of low-carbon eco-city construction in Guangzhou in post-crisis era; phosphorus fractions in sediments from rivers around Chaohu Lake; research on the environmental education of university students; case study and countermeasures on commercial building energy saving renovation; experimental study on high-density precipitation technology in advanced wastewater treatment; research on exploration deployment of China's coal resources; the reform of China's energy price in the process of RMB appreciation; the practical significance of ecological literature in environment protection; the study of expressway freight efficiency and fuel consumption; study on incentives mechanism of developing low-carbon economy for the enterprises; legal regulation on low-carbon enterprises and ecological industrial parks; the enlightenment of U.S. energy strategy for China; treatment of piperazine wastewater by preoxidant of Fenton reagent and activated sludge; research on carbon footprint of urban settlement in China; Human exposure to phthalate esters from indoor air and dust in China; low-carbon economy modes in some typical countries and the relevance to China; a study on the establishment and development strategies of low-carbon tourism; study of negative air ion concentration in various environments in summer; the regression analysis of the carbon emissions and economic growth of Tianjin; energy efficient server consolidation for cloud data center Study on the relationship between Shandong FDI and energy consumption based on grey correlation model; leaching vanadium from extracted vanadium residue of vanadium titanomagnetite; some major technical problems and countermeasures for deep mining; bootstrap method and control charts in environment inspection and monitoring; comprehensive evaluation of tourist destinations for low-carbon economy; the research on rural domestic sewage treatment technology in Ningbo; policy trend of environment in the transition of economic development pattern; a study on the status of energy conservation and emission reduction in Beijing; research on measures and actions of energy conservation and emission reduction; relations between green packaging and stage of economic development; the optimal timing of manufacturers adopting pollution abatement technology under tradable emissions permits; adsorption of recalcitrant compounds from pesticide wastewater using granular activated carbon; analysis and research on Lijiang ecological reservoir construction program; a framework for the analysis of the economic-environment system in coal city based on material and energy flow; the environmental carrying capacity for tourism of Karst mountain area; developing circular economy and protecting the ecological environment of scenic spot; the empirical study of carbon leakage between China and America; analysis on the land use structure variation in Qingdao; research on new electric power and the sustainable development; research on the development strategies of china's new energy cars and effect of land-use change on ecosystem service value in Hefei, china.",,0,0,,,,undefined,
2-s2.0-84897772383,,,,"2013 International Conference on Manufacture Engineering and Environment Engineering, MEEE 2013",cr,Conference Review,,,,,,,,,,2014-03-18,2014,WIT Transactions on Engineering Sciences,17433533,6000195382,,Conference Proceeding,84 VOLUME 1,,,,"The proceedings contain 216 papers. The special focus in this conference is on New Materials and Advanced Materials, Material Processing Technology, Product Design and Manufacturing Technology, Automation and Mechatronics and Environment & Energy. The topics include: Analysis of energy investment efficiency; pedestrian delay at signal intersections; selection and construction of a mathematical model for heat-pump drying of tilapia fillets; the system development of quality information management in tower sampling of geometry dimension; CPU scheduling visualization; design method of phase transition at signalized intersection; a new intelligent proportion integration differentiation controller using neural network; safety analysis and assessment for complicated aircraft system based on formal model; locating technology for life-searching ball in earthquake rescue; large ship's turning test and its security; design and application of fiber handset control system; lightweight design of frame based on orthogonal test; based on stirling engine car exhaust heat recovery system modeling simulation; research of the heat treatment process to solve the wear problem of lathe tailstock; technical feature and process of MPM3 type mica paper; smart grid design of meter reading system based on wireless sensor networks; study on the soil stabilization capability of three ornamental grasses growing on the gravel slope; study on compensation effects of nitrogen and water stress duration in the yield of soybean; the research and application of TCA2003 total station on foundation pit deformation monitoring; application of optimization method in atmospheric pollutant amount control; preparative technique of ZnO thin film and application research in solar cell; the study on electrical power load-frequency control system using fuzzy logic controller; application of integrated geophysical exploration on oil-gas exploration; dynamic false contour in LED display; 3D reverse from line drawings; hardware design of motion control card based on CAMAC bus; research on city intelligent transport cloud; time series analysis algorithm with probabilistic finite automata; a low-light-level CCD camera design and implementation of low cost and large field; a new kind of transportation mode for grate cooler; numerical study on the seakeeping prediction of the wave-piercing catamaran; study on an improved ART algorithm; studies on China's tax policies on new energy industries; incentive policy for the implementation of energy-saving buildings; analysis on environmental risk of liquid ammonia leakage in panjin coproduction power plant; low carbon economy inevitability research based on the ecological thermodynamics and behavioral economics; carbon tax or carbon emissions trading; regulation and guarantee computation analysis of junshan hydropower station; Analysis on static heat transfer characteristics of U-tube natural circulation steam generator; the study of using waste organic silk to manufacture activated carbon fiber; the influence of difference in urban underlying surface on air quality; prediction of domestic wastewater discharge volume in china; study on the effect of the Liao river wetland on removal nitrogen; research on core talents development in new energy enterprises; a discussion about the influence factors of producing stable methane; study on initial accounting recognition of carbon emissions rights; study on relationship between China's energy consumption and economic growth; research on regulation of new energy industry in China; an analysis of the effectiveness of China's environmental financial policy; empirical analysis on low-carbon agriculture development status quo in China; study on regional differences and countermeasures in energy efficiency; study on removal mechanisms on humic acid of drinking source water with Fenton reagent; study on industrial energy saving index decomposition in Hebei province; empirical analysis of carbon emissions decomposition for china; on low-carbon transformation of Zhengzhou in central plain economic zone establishment; study on adsorption of Cr (VI) with natural zeolite modified by hydrotalcite; the effect of water environment subjected to global warming; hydropower development and its negative effects on water quality; empirical study on the environmental Kuznets curve for CO2 in China; an energy-saving drying treatment method for municipal sewage sludge; energy consumption elasticity analysis based on translog production function in Shaanxi; low-carbon patented technology licensing in China; the barriers and countermeasures for the development of new energy industry in China; calculation of emission reduction on integrated gasification combined cycle power project; water environmental protection strategy of Dagu river basin in Qingdao, China; the exploration about the path of carbon emission reduction in China; lines design research on environmental protection NOBS; enterprise green development index evaluation model in low-carbon; the low carbonization of high-carbon industry based on tripartite game; study on the path of low-carbon eco-city construction in Guangzhou in post-crisis era; phosphorus fractions in sediments from rivers around Chaohu Lake; research on the environmental education of university students; case study and countermeasures on commercial building energy saving renovation; experimental study on high-density precipitation technology in advanced wastewater treatment; research on exploration deployment of China's coal resources; the reform of China's energy price in the process of RMB appreciation; the practical significance of ecological literature in environment protection; the study of expressway freight efficiency and fuel consumption; study on incentives mechanism of developing low-carbon economy for the enterprises; legal regulation on low-carbon enterprises and ecological industrial parks; the enlightenment of U.S. energy strategy for China; treatment of piperazine wastewater by preoxidant of Fenton reagent and activated sludge; research on carbon footprint of urban settlement in China; Human exposure to phthalate esters from indoor air and dust in China; low-carbon economy modes in some typical countries and the relevance to China; a study on the establishment and development strategies of low-carbon tourism; study of negative air ion concentration in various environments in summer; the regression analysis of the carbon emissions and economic growth of Tianjin; energy efficient server consolidation for cloud data center Study on the relationship between Shandong FDI and energy consumption based on grey correlation model; leaching vanadium from extracted vanadium residue of vanadium titanomagnetite; some major technical problems and countermeasures for deep mining; bootstrap method and control charts in environment inspection and monitoring; comprehensive evaluation of tourist destinations for low-carbon economy; the research on rural domestic sewage treatment technology in Ningbo; policy trend of environment in the transition of economic development pattern; a study on the status of energy conservation and emission reduction in Beijing; research on measures and actions of energy conservation and emission reduction; relations between green packaging and stage of economic development; the optimal timing of manufacturers adopting pollution abatement technology under tradable emissions permits; adsorption of recalcitrant compounds from pesticide wastewater using granular activated carbon; analysis and research on Lijiang ecological reservoir construction program; a framework for the analysis of the economic-environment system in coal city based on material and energy flow; the environmental carrying capacity for tourism of Karst mountain area; developing circular economy and protecting the ecological environment of scenic spot; the empirical study of carbon leakage between China and America; analysis on the land use structure variation in Qingdao; research on new electric power and the sustainable development; research on the development strategies of china's new energy cars and effect of land-use change on ecosystem service value in Hefei, china.",,0,0,,,,undefined,
