Origin_Index,Origin_DOI,position,id,doi,title,authors,authors_auid,authors_affiliationid,sourcetitle,publicationyear,coverDate,volume,issue,first,last,citedbycount,type,text,fulltext
2,10.1016/j.cscm.2023.e02059,46,84921369028,10.1108/RPJ-07-2013-0067,Comparing environmental impacts of additive manufacturing vs traditional machining via life-cycle assessment,"Faludi, J.; Bayley, C.; Bhogal, S.; Iribarne, M.",,,Rapid Prototyp. J.,2015,,,,,,,,,"Faludi, J., Bayley, C., Bhogal, S., Iribarne, M., Comparing environmental impacts of additive manufacturing vs traditional machining via life-cycle assessment. Rapid Prototyp. J. 21 (2015), 14–33, 10.1108/RPJ-07-2013-0067."
2,10.1016/j.cscm.2023.e02059,47,84969921072,10.1016/j.jclepro.2016.04.150,Additive manufacturing and sustainability: an exploratory study of the advantages and challenges,"Ford, S.; Despeisse, M.",,,J. Clean. Prod.,2016,,,,,,,,,"Ford, S., Despeisse, M., Additive manufacturing and sustainability: an exploratory study of the advantages and challenges. J. Clean. Prod. 137 (2016), 1573–1587, 10.1016/j.jclepro.2016.04.150."
2,10.1016/j.cscm.2023.e02059,48,85141454201,10.1016/j.egyr.2022.10.345,Energy-environmental performance assessment and cleaner energy solutions for a novel Construction and Demolition Waste-based geopolymer binder production process,"Khan, S.A.; Kul, A.; Şahin, O.; Şahmaran, M.; Al-Ghamdi, S.G.; Koç, M.",,,Energy Rep.,2022,,,,,,,,,"Khan, S.A., Kul, A., Şahin, O., Şahmaran, M., Al-Ghamdi, S.G., Koç, M., Energy-environmental performance assessment and cleaner energy solutions for a novel Construction and Demolition Waste-based geopolymer binder production process. Energy Rep. 8 (2022), 14464–14475, 10.1016/j.egyr.2022.10.345."
2,10.1016/j.cscm.2023.e02059,49,85136301427,10.1016/j.egyr.2022.08.104,Renewable energy for carbon footprint reduction of green geopolymers material's production for built-environment,"Khan, S.A.; Mir, N.; Kul, A.; Şahin, O.; Şahmaran, M.; Koç, M.",,,Energy Rep.,2022,,,,,,,,,"Khan, S.A., Mir, N., Kul, A., Şahin, O., Şahmaran, M., Koç, M., Renewable energy for carbon footprint reduction of green geopolymers material's production for built-environment. Energy Rep. 8 (2022), 852–858, 10.1016/j.egyr.2022.08.104."
2,10.1016/j.cscm.2023.e02059,50,85137646646,10.1016/j.clet.2022.100553,Life cycle assessment of construction and demolition waste-based geopolymers suited for use in 3-dimensional additive manufacturing,"Mir, N.; Khan, S.A.; Kul, A.; Sahin, O.; Sahmaran, M.; Koc, M.",,,Clean. Eng. Technol.,2022,,,,,,,,,"Mir, N., Khan, S.A., Kul, A., Sahin, O., Sahmaran, M., Koc, M., Life cycle assessment of construction and demolition waste-based geopolymers suited for use in 3-dimensional additive manufacturing. Clean. Eng. Technol., 10, 2022, 100553, 10.1016/j.clet.2022.100553."
2,10.1016/j.cscm.2023.e02059,51,85139324597,10.1016/j.matpr.2022.09.269,Construction and demolition waste-based geopolymers for built-environment: An environmental sustainability assessment,"Mir, N.; Khan, S.A.; Kul, A.; Sahin, O.; Sahmaran, M.; Koç, M.",,,Mater. Today Proc.,2022,,,,,,,,,"Mir, N., Khan, S.A., Kul, A., Sahin, O., Sahmaran, M., Koç, M., Construction and demolition waste-based geopolymers for built-environment: An environmental sustainability assessment. Mater. Today Proc., 2022, 10.1016/j.matpr.2022.09.269."
2,10.1016/j.cscm.2023.e02059,52,85133876556,10.1016/j.clema.2022.100116,Life cycle assessment of binary recycled ceramic tile and recycled brick waste-based geopolymers,"Mir, N.; Khan, S.A.; Kul, A.; Sahin, O.; Lachemi, M.; Sahmaran, M.; Koç, M.",,,Clean. Mater.,2022,,,,,,,,,"Mir, N., Khan, S.A., Kul, A., Sahin, O., Lachemi, M., Sahmaran, M., Koç, M., Life cycle assessment of binary recycled ceramic tile and recycled brick waste-based geopolymers. Clean. Mater., 5, 2022, 100116, 10.1016/j.clema.2022.100116."
2,10.1016/j.cscm.2023.e02059,53,85137718229,10.1016/j.matpr.2022.08.479,Conceptual design of autonomous rapid printing system for emergency and humanitarian needs,"Koç, M.; Khan, S.A.; Ilcan, H.; Sahmaran, M.",,,Mater. Today Proc.,2022,,,,,,,,,"Koç, M., Khan, S.A., Ilcan, H., Sahmaran, M., Conceptual design of autonomous rapid printing system for emergency and humanitarian needs. Mater. Today Proc., 2022, 10.1016/j.matpr.2022.08.479."
2,10.1016/j.cscm.2023.e02059,54,85091925178,10.1016/j.jclepro.2020.124358,Mechanical and microstructural characterization of geopolymers from assorted construction and demolition waste-based masonry and glass,"Ulugöl, H.; Kul, A.; Yıldırım, G.; Şahmaran, M.; Aldemir, A.; Figueira, D.; Ashour, A.",,,J. Clean. Prod.,2021,,,,,,,,,"Ulugöl, H., Kul, A., Yıldırım, G., Şahmaran, M., Aldemir, A., Figueira, D., Ashour, A., Mechanical and microstructural characterization of geopolymers from assorted construction and demolition waste-based masonry and glass. J. Clean. Prod., 280, 2021, 124358, 10.1016/j.jclepro.2020.124358."
2,10.1016/j.cscm.2023.e02059,55,85089154250,10.1016/j.jobe.2020.101690,Development of alkali-activated binders from recycled mixed masonry-originated waste,"Yıldırım, G.; Kul, A.; Özçelikci, E.; Şahmaran, M.; Aldemir, A.; Figueira, D.; Ashour, A.",,,J. Build. Eng.,2021,,,,,,,,,"Yıldırım, G., Kul, A., Özçelikci, E., Şahmaran, M., Aldemir, A., Figueira, D., Ashour, A., Development of alkali-activated binders from recycled mixed masonry-originated waste. J. Build. Eng., 33, 2021, 101690, 10.1016/j.jobe.2020.101690."
2,10.1016/j.cscm.2023.e02059,56,85106939761,10.1016/j.cemconcomp.2021.104088,Construction and demolition waste-based geopolymers suited for use in 3-dimensional additive manufacturing,"Şahin, O.; İlcan, H.; Ateşli, A.T.; Kul, A.; Yıldırım, G.; Şahmaran, M.",,,Cem. Concr. Compos,2021,,,,,,,,,"Şahin, O., İlcan, H., Ateşli, A.T., Kul, A., Yıldırım, G., Şahmaran, M., Construction and demolition waste-based geopolymers suited for use in 3-dimensional additive manufacturing. Cem. Concr. Compos, 121, 2021, 104088, 10.1016/j.cemconcomp.2021.104088."
2,10.1016/j.cscm.2023.e02059,57,85126325078,10.1016/j.conbuildmat.2022.127114,Rheological properties and compressive strength of construction and demolition waste-based geopolymer mortars for 3D-Printing,"Ilcan, H.; Sahin, O.; Kul, A.; Yildirim, G.; Sahmaran, M.",,,Constr. Build. Mater.,2022,,,,,,,,,"Ilcan, H., Sahin, O., Kul, A., Yildirim, G., Sahmaran, M., Rheological properties and compressive strength of construction and demolition waste-based geopolymer mortars for 3D-Printing. Constr. Build. Mater., 328, 2022, 127114, 10.1016/j.conbuildmat.2022.127114."
2,10.1016/j.cscm.2023.e02059,58,85140768974,10.1016/j.cemconcomp.2022.104814,Mechanical anisotropy evaluation and bonding properties of 3D-printable construction and demolition waste-based geopolymer mortars,"Demiral, N.C.; Ozkan Ekinci, M.; Sahin, O.; Ilcan, H.; Kul, A.; Yildirim, G.; Sahmaran, M.",,,Cem. Concr. Compos,2022,,,,,,,,,"Demiral, N.C., Ozkan Ekinci, M., Sahin, O., Ilcan, H., Kul, A., Yildirim, G., Sahmaran, M., Mechanical anisotropy evaluation and bonding properties of 3D-printable construction and demolition waste-based geopolymer mortars. Cem. Concr. Compos, 134, 2022, 104814, 10.1016/j.cemconcomp.2022.104814."
2,10.1016/j.cscm.2023.e02059,59,85053259457,10.3390/buildings8050070,Life Cycle Assessment (LCA) of Different Kinds of Concrete Containing Waste for Sustainable Construction,"Colangelo, F.; Forcina, A.; Farina, I.; Petrillo, A.",,,Buildings,2018,,,,,,,,,"Colangelo, F., Forcina, A., Farina, I., Petrillo, A., Life Cycle Assessment (LCA) of Different Kinds of Concrete Containing Waste for Sustainable Construction. Buildings, 8, 2018, 70, 10.3390/buildings8050070."
2,10.1016/j.cscm.2023.e02059,63,85067201597,10.1016/j.procir.2019.01.021,Materials life cycle assessment of a living building,"Gardner, H.; Garcia, J.; Hasik, V.; Olinzock, M.; Banawi, A.; Bilec, M.M.",,,Procedia CIRP,2019,,,,,,,,,"Gardner, H., Garcia, J., Hasik, V., Olinzock, M., Banawi, A., Bilec, M.M., Materials life cycle assessment of a living building. Procedia CIRP 80 (2019), 458–463, 10.1016/j.procir.2019.01.021."
2,10.1016/j.cscm.2023.e02059,64,85066094018,10.1016/j.buildenv.2019.05.028,Cradle to site Life Cycle Assessment (LCA) of natural vs conventional building materials: A case study on cob earthen material,"Ben-Alon, L.; Loftness, V.; Harries, K.A.; DiPietro, G.; Hameen, E.C.",,,Build. Environ.,2019,,,,,,,,,"Ben-Alon, L., Loftness, V., Harries, K.A., DiPietro, G., Hameen, E.C., Cradle to site Life Cycle Assessment (LCA) of natural vs conventional building materials: A case study on cob earthen material. Build. Environ., 160, 2019, 106150, 10.1016/j.buildenv.2019.05.028."
2,10.1016/j.cscm.2023.e02059,65,85089411869,10.1016/j.buildenv.2020.107057,Triple bottom line sustainability assessment of window-to-wall ratio in US office buildings,"Phillips, R.; Troup, L.; Fannon, D.; Eckelman, M.J.",,,Build. Environ.,2020,,,,,,,,,"Phillips, R., Troup, L., Fannon, D., Eckelman, M.J., Triple bottom line sustainability assessment of window-to-wall ratio in US office buildings. Build. Environ., 182, 2020, 107057, 10.1016/j.buildenv.2020.107057."
2,10.1016/j.cscm.2023.e02059,66,78449258505,10.3992/jgb.5.3.95,Residential life cycle assessment modeling: comparative case study of insulating concrete forms and traditional building materials,"Rajagopalan, N.; Bilec, M.M.; Landis, A.E.",,,J. Green. Build.,2010,,,,,,,,,"Rajagopalan, N., Bilec, M.M., Landis, A.E., Residential life cycle assessment modeling: comparative case study of insulating concrete forms and traditional building materials. J. Green. Build. 5 (2010), 95–106, 10.3992/jgb.5.3.95."
3,10.1016/j.jobe.2023.106396,1,85151406448,,Technology Road Map – Energy-Efficient Buildings – Heating and Cooling Equipment,,,,,2011,,,,,,,,OECD/IEA Paris,"IEA. Technology Road Map – Energy-Efficient Buildings – Heating and Cooling Equipment. 2011, OECD/IEA, Paris."
3,10.1016/j.jobe.2023.106396,2,84964533973,,Strategies and Opportunities to 2050,,,,,2013,,,,,,,,OECD/IEA Paris,"IEA, Transition to Sustainable Buildings. Strategies and Opportunities to 2050. 2013, OECD/IEA, Paris."
3,10.1016/j.jobe.2023.106396,3,85094955784,10.1007/s12027-020-00637-3,,"Sikora, A.",,,European Green Deal–Legal and Financial Challenges of the Climate Change,2021,,,,,,,,Forum ERA Springer,"Sikora, A., ERA, Forum, (eds.) European Green Deal–Legal and Financial Challenges of the Climate Change, 21, 2021, Springer, 681–697, 10.1007/s12027-020-00637-3."
3,10.1016/j.jobe.2023.106396,4,79958268023,10.1257/aer.101.3.253,Challenges from state-federal interactions in the US climate change policy,"Goulder, L.H.; Stavins, R.N.",,,Am. Econ. Rev.,2011,,,,,,,,,"Goulder, L.H., Stavins, R.N., Challenges from state-federal interactions in the US climate change policy. Am. Econ. Rev. 101 (2011), 253–257, 10.1257/aer.101.3.253."
3,10.1016/j.jobe.2023.106396,5,85151415445,,,,,,Act on Promotion of Global Warming Countermeasures. Act No. 117 of 1998,2006,,,,,,,,Ministry of the Environment Government of Japan,"Act on Promotion of Global Warming Countermeasures. Act No. 117 of 1998, 2006, Ministry of the Environment Government of Japan."
3,10.1016/j.jobe.2023.106396,6,84860565399,10.1016/j.enbuild.2012.03.027,Analysing the life cycle greenhouse gas emission and energy consumption of a multi-storied commercial building in Singapore from an extended system boundary perspective,"Kua, H.W.; Wong, C.L.",,,Energy Build.,2012,,,,,,,,,"Kua, H.W., Wong, C.L., Analysing the life cycle greenhouse gas emission and energy consumption of a multi-storied commercial building in Singapore from an extended system boundary perspective. Energy Build. 51 (2012), 6–14, 10.1016/j.enbuild.2012.03.027."
3,10.1016/j.jobe.2023.106396,7,85060209887,,,"Erhorn, H.; Erhorn-Kluttig, H.",,,Overview of National Applications of the Nearly Zero-Energy Building (Nzeb) Definition,2015,,,,,,,,Concerted Action Energy performance of buildings,"Erhorn, H., Erhorn-Kluttig, H., Overview of National Applications of the Nearly Zero-Energy Building (Nzeb) Definition, 4, 2015, Concerted Action Energy performance of buildings."
3,10.1016/j.jobe.2023.106396,8,85110524351,10.1016/j.buildenv.2021.108159,Life cycle analysis of GHG emissions from the building retrofitting: the case of a Norwegian office building,"Rabani, M.; Madessa, H.B.; Ljungström, M.; Aamodt, L.; Løvvold, S.; Nord, N.",,,Build. Environ.,2021,,,,,,,,,"Rabani, M., Madessa, H.B., Ljungström, M., Aamodt, L., Løvvold, S., Nord, N., Life cycle analysis of GHG emissions from the building retrofitting: the case of a Norwegian office building. Build. Environ., 204, 2021, 108159, 10.1016/j.buildenv.2021.108159."
3,10.1016/j.jobe.2023.106396,9,84988030672,10.1016/j.rser.2016.09.058,"Recent developments, future challenges and new research directions in LCA of buildings: a critical review","Anand, C.K.; Amor, B.",,,Renew. Sustain. Energy Rev.,2017,,,,,,,,,"Anand, C.K., Amor, B., Recent developments, future challenges and new research directions in LCA of buildings: a critical review. Renew. Sustain. Energy Rev. 67 (2017), 408–416, 10.1016/j.rser.2016.09.058."
3,10.1016/j.jobe.2023.106396,10,85006352123,,Introduction to LCA of Buildings,"Birgisdottir, H.; Rasmussen, F.N.",,,,2016,,,,,,,,"Danish Transport and Construction Agency Copenhagen, Denmark","Birgisdottir, H., Rasmussen, F.N., Introduction to LCA of Buildings. 2016, Danish Transport and Construction Agency, Copenhagen, Denmark."
3,10.1016/j.jobe.2023.106396,11,33846544979,10.1016/j.enbuild.2006.07.001,Energy use in the life cycle of conventional and low-energy buildings: a review article,"Sartori, I.; Hestnes, A.",,,Energy Build.,2007,,,,,,,,,"Sartori, I., Hestnes, A., Energy use in the life cycle of conventional and low-energy buildings: a review article. Energy Build. 39:3 (2007), 249–257, 10.1016/j.enbuild.2006.07.001."
3,10.1016/j.jobe.2023.106396,12,85032505742,10.1016/j.proenv.2017.03.123,Embodied energy and nearly zero energy buildings: a review in residential buildings,"Chastas, P.; Theodosiou, T.; Bikas, D.; Kontoleon, K.",,,Procedia Environ. Sci.,2017,,,,,,,,Sustainable synergies from Buildings to the Urban Scale,"Chastas, P., Theodosiou, T., Bikas, D., Kontoleon, K., Embodied energy and nearly zero energy buildings: a review in residential buildings. Procedia Environ. Sci. 38 (2017), 554–561, 10.1016/j.proenv.2017.03.123 Sustainable synergies from Buildings to the Urban Scale."
3,10.1016/j.jobe.2023.106396,14,0031141152,10.1016/S0360-1323(96)00052-2,Life cycle assessment of flooring materials: case study,"Jönsson, Å.; Tillman, A.M.; Svensson, T.",,,Build. Environ.,1997,,,,,,,,,"Jönsson, Å., Tillman, A.M., Svensson, T., Life cycle assessment of flooring materials: case study. Build. Environ. 32:3 (1997), 245–255, 10.1016/S0360-1323(96)00052-2."
3,10.1016/j.jobe.2023.106396,15,84878466048,10.1016/j.enbuild.2013.04.018,Life cycle analysis in the construction sector: guiding the optimization of conventional Italian buildings,"Asdrubali, F.; Baldassarri, C.; Fthenakis, V.",,,Energy Build.,2013,,,,,,,,,"Asdrubali, F., Baldassarri, C., Fthenakis, V., Life cycle analysis in the construction sector: guiding the optimization of conventional Italian buildings. Energy Build. 64 (2013), 73–89, 10.1016/j.enbuild.2013.04.018."
3,10.1016/j.jobe.2023.106396,16,78049476524,10.1016/j.enbuild.2010.09.005,An embodied carbon and energy analysis of modern methods of construction in housing: a case study using a lifecycle assessment framework,"Monahan, J.; Powell, J.",,,Energy Build.,2011,,,,,,,,,"Monahan, J., Powell, J., An embodied carbon and energy analysis of modern methods of construction in housing: a case study using a lifecycle assessment framework. Energy Build. 43:1 (2011), 179–188, 10.1016/j.enbuild.2010.09.005."
3,10.1016/j.jobe.2023.106396,17,85087182643,10.1016/j.jclepro.2020.122438,Analysis of the embodied carbon dioxide in the building sector: a case of China,"Zhu, W.; Feng, W.; Li, X.; Zhang, Z.",,,J. Clean. Prod.,2020,,,,,,,,,"Zhu, W., Feng, W., Li, X., Zhang, Z., Analysis of the embodied carbon dioxide in the building sector: a case of China. J. Clean. Prod., 269, 2020, 122438, 10.1016/j.jclepro.2020.122438."
3,10.1016/j.jobe.2023.106396,18,85059339314,10.1016/j.jclepro.2018.11.102,Assessing the life cycle CO2emissions of reinforced concrete structures: four cases from China,"Li, H.; Deng, Q.; Zhang, J.; Xia, B.; Skitmore, M.",,,J. Clean. Prod.,2019,,,,,,,,,"Li, H., Deng, Q., Zhang, J., Xia, B., Skitmore, M., Assessing the life cycle CO2emissions of reinforced concrete structures: four cases from China. J. Clean. Prod. 210 (2019), 1496–1506, 10.1016/j.jclepro.2018.11.102."
3,10.1016/j.jobe.2023.106396,19,84962685202,10.1016/j.enbuild.2016.03.070,A detailed analysis of the embodied energy and carbon emissions of steel-construction residential buildings in China,"Su, X.; Zhang, X.",,,Energy Build.,2016,,,,,,,,,"Su, X., Zhang, X., A detailed analysis of the embodied energy and carbon emissions of steel-construction residential buildings in China. Energy Build. 119 (2016), 323–330, 10.1016/j.enbuild.2016.03.070."
3,10.1016/j.jobe.2023.106396,20,85027864463,10.1016/j.scs.2017.06.013,The contribution of wood-based construction materials for leveraging a low carbon building sector in Europe,"Hildebrandt, J.; Hagemann, N.; Thrän, D.",,,Sustain. Cities Soc.,2017,,,,,,,,,"Hildebrandt, J., Hagemann, N., Thrän, D., The contribution of wood-based construction materials for leveraging a low carbon building sector in Europe. Sustain. Cities Soc. 34 (2017), 405–418, 10.1016/j.scs.2017.06.013."
3,10.1016/j.jobe.2023.106396,21,84931571733,10.1016/j.jclepro.2014.11.023,Greenhouse gas emissions during the construction phase of a building: a case study in China,"Hong, J.; Sen, G.Q.; Feng, Y.; tong Lau, W.S.; Mao, C.",,,J. Clean. Prod.,2015,,,,,,,,,"Hong, J., Sen, G.Q., Feng, Y., tong Lau, W.S., Mao, C., Greenhouse gas emissions during the construction phase of a building: a case study in China. J. Clean. Prod. 103 (2015), 249–259, 10.1016/j.jclepro.2014.11.023."
3,10.1016/j.jobe.2023.106396,22,85113275539,10.1016/j.jclepro.2021.128702,Material passports for the end-of-life stage of buildings: challenges and potentials,"Honic, M.; Kovacic, I.; Aschenbrenner, P.; Ragossnig, A.",,,J. Clean. Prod.,2021,,,,,,,,,"Honic, M., Kovacic, I., Aschenbrenner, P., Ragossnig, A., Material passports for the end-of-life stage of buildings: challenges and potentials. J. Clean. Prod., 319, 2021, 128702, 10.1016/j.jclepro.2021.128702."
3,10.1016/j.jobe.2023.106396,24,85062395709,10.1016/j.buildenv.2019.02.026,Top-down or bottom-up? – how environmental benchmarks can support the design process,"Hollberg, A.; Lützkendorf, T.; Habert, G.",,,Build. Environ.,2019,,,,,,,,,"Hollberg, A., Lützkendorf, T., Habert, G., Top-down or bottom-up? – how environmental benchmarks can support the design process. Build. Environ. 153 (2019), 148–157, 10.1016/j.buildenv.2019.02.026."
3,10.1016/j.jobe.2023.106396,25,85097150887,,Implications of using systematic decomposition structures to organize building LCA information: a comparative analysis of national standards and guidelines- IEA EBC ANNEX 72,"Soust-Verdaguer, B.; Martínez, A.G.; Llatas, C.; de Cózar, J.G.; Allacker, K.; Trigaux, D.",,,IOP Conf. Ser. Earth Environ. Sci.,2020,,,,,,,,,"Soust-Verdaguer, B., Martínez, A.G., Llatas, C., de Cózar, J.G., Allacker, K., Trigaux, D., et al. Implications of using systematic decomposition structures to organize building LCA information: a comparative analysis of national standards and guidelines- IEA EBC ANNEX 72. IOP Conf. Ser. Earth Environ. Sci., 588(2), 2020, 022008."
3,10.1016/j.jobe.2023.106396,26,78651368522,,"Energy conservation, emission reduction and low carbon building","Wang, C.J.; Xue, Y.B.",,,Eng. Mech.,2010,,,,,,,,(Chinese),"Wang, C.J., Xue, Y.B., Energy conservation, emission reduction and low carbon building. Eng. Mech. S2 (2010), 42–47 (Chinese)."
3,10.1016/j.jobe.2023.106396,27,85124590765,10.1016/j.buildenv.2022.108897,An explanatory parametric model to predict comprehensive post-commissioning building performances,"Li, P.; Lu, Y.; Qian, Y.; Wang, Y.; Liang, W.",,,Build. Environ.,2022,,,,,,,,,"Li, P., Lu, Y., Qian, Y., Wang, Y., Liang, W., An explanatory parametric model to predict comprehensive post-commissioning building performances. Build. Environ., 213, 2022, 108897, 10.1016/j.buildenv.2022.108897."
3,10.1016/j.jobe.2023.106396,28,85123933836,10.19819/j.cnki.ISSN0529-1399.202102008,Carbon emission and architecture design from an architect's view,"Liu, N.; Zhang, J.; Liu, Y.; Han, Y.",,,Architect.l J.,2021,,,,,,,,Chinese,"Liu, N., Zhang, J., Liu, Y., Han, Y., Carbon emission and architecture design from an architect's view. Architect.l J., 2, 2021, 10.19819/j.cnki.ISSN0529-1399.202102008 Chinese."
3,10.1016/j.jobe.2023.106396,29,85076380881,10.1016/j.scs.2019.101946,Prediction of embodied carbon emissions from residential buildings with different structural forms,"Cang, Y.; Yang, L.; Luo, Z.; Zhang, N.",,,Sustain. Cities Soc.,2020,,,,,,,,,"Cang, Y., Yang, L., Luo, Z., Zhang, N., Prediction of embodied carbon emissions from residential buildings with different structural forms. Sustain. Cities Soc., 54, 2020, 101946, 10.1016/j.scs.2019.101946."
3,10.1016/j.jobe.2023.106396,30,85151413824,,Common ground high school,Thinkwood,,,,2020,,,,,,,,[Internet] [cited 2022 May 24]. Available from,"Thinkwood, Common ground high school. [Internet] [cited 2022 May 24]. Available from https://www.thinkwood.com/projects/common-ground-high-school, 2020."
3,10.1016/j.jobe.2023.106396,31,31544455747,,Kyoto Protocol to the United Nations Framework Convention on Climate Change,,,,,1997,,,,,,,,UNFCCC Kyoto,"UNFCCC. Kyoto Protocol to the United Nations Framework Convention on Climate Change. 1997, UNFCCC, Kyoto."
3,10.1016/j.jobe.2023.106396,32,85010992966,,Assessment of Environmental Performance of Buildings: Calculation Method,,,,,2011,,,,,,,,National Standards Authority of Ireland,"Sustainability of Construction Works. Assessment of Environmental Performance of Buildings: Calculation Method. 2011, National Standards Authority of Ireland."
3,10.1016/j.jobe.2023.106396,33,85038815209,10.1016/j.scs.2017.12.017,Greenhouse gas emissions during timber and concrete building construction—a scenario based comparative case study,"Sandanayake, M.; Lokuge, W.; Zhang, G.; Setunge, S.; Thushar, Q.",,,Sustain. Cities Soc.,2018,,,,,,,,,"Sandanayake, M., Lokuge, W., Zhang, G., Setunge, S., Thushar, Q., Greenhouse gas emissions during timber and concrete building construction—a scenario based comparative case study. Sustain. Cities Soc. 38 (2018), 91–97, 10.1016/j.scs.2017.12.017."
3,10.1016/j.jobe.2023.106396,34,85073021520,10.1088/1755-1315/323/1/012028,Carbon Heroes Benchmark Program–whole building embodied carbon profiling,"Pasanen, P.; Castro, R.",,,IOP Conf. Ser. Earth Environ. Sci.,2019,,,,,,,,,"Pasanen, P., Castro, R., Carbon Heroes Benchmark Program–whole building embodied carbon profiling. IOP Conf. Ser. Earth Environ. Sci., 323, 2019, 012028, 10.1088/1755-1315/323/1/012028."
3,10.1016/j.jobe.2023.106396,35,85084633332,,,,,,China Statistical Yearbook,2020,,,,,,,,National Bureau of Statistics of China Beijing,"China Statistical Yearbook, 2020, National Bureau of Statistics of China, Beijing."
3,10.1016/j.jobe.2023.106396,36,34547595365,,,,,,Commercial Buildings Energy Consumption Survey - 2018 CBECS Survey Data,2018,,,,,,,,US Energy Information Administration Washington,"Commercial Buildings Energy Consumption Survey - 2018 CBECS Survey Data, 2018, US Energy Information Administration, Washington."
3,10.1016/j.jobe.2023.106396,37,85045795467,10.1016/j.jclepro.2018.02.283,China's energy consumption in the building sector: a statistical yearbook-energy balance sheet based splitting method,"Huo, T.; Ren, H.; Zhang, X.; Cai, W.; Feng, W.; Zhou, N.",,,J. Clean. Prod.,2018,,,,,,,,,"Huo, T., Ren, H., Zhang, X., Cai, W., Feng, W., Zhou, N., et al. China's energy consumption in the building sector: a statistical yearbook-energy balance sheet based splitting method. J. Clean. Prod. 185 (2018), 665–679, 10.1016/j.jclepro.2018.02.283."
3,10.1016/j.jobe.2023.106396,38,85151474808,,,,,,Structurlam Mass Timber Corporation,2022,,,,,,,,Mass timber technical guide. [Internet] [cited 2022 May 24]. Available from:∶,"Mass timber technical guide. [Internet] Structurlam Mass Timber Corporation, 2022 [cited 2022 May 24]. Available from:∶ https://www.structurlam.com/wp-content/uploads/2022/05/STRUC-13694-U.S.-Technical-Guide-3.0_91.0.pdf."
3,10.1016/j.jobe.2023.106396,39,84934311851,,Timber tower research: concrete jointed timber frame,"Baker, W.; Horos, D.; Johnson, B.; Schultz, J.",,,Structures Congress 2014,2014,,,,,,,,,"Baker, W., Horos, D., Johnson, B., Schultz, J., Timber tower research: concrete jointed timber frame. Structures Congress 2014, 2014, 1255–1266."
3,10.1016/j.jobe.2023.106396,40,85037377580,10.1016/j.buildenv.2017.11.042,A tool for assessing life cycle CO2emissions of buildings in Sri Lanka,"Kumanayake, R.; Luo, H.",,,Build. Environ.,2018,,,,,,,,,"Kumanayake, R., Luo, H., A tool for assessing life cycle CO2emissions of buildings in Sri Lanka. Build. Environ. 128 (2018), 272–286, 10.1016/j.buildenv.2017.11.042."
3,10.1016/j.jobe.2023.106396,41,55549144335,10.1016/j.buildenv.2008.03.007,"Life cycle of buildings, demolition and recycling potential: a case study in Turin","Blengini, G.A.",,,Italy. Build. Environ,2009,,,,,,,,,"Blengini, G.A., Life cycle of buildings, demolition and recycling potential: a case study in Turin. Italy. Build. Environ 44:2 (2009), 319–330, 10.1016/j.buildenv.2008.03.007."
3,10.1016/j.jobe.2023.106396,42,79956355058,10.1016/j.buildenv.2011.02.003,Basic building life cycle calculations to decrease contribution to climate change–case study on an office building in Sweden,"Wallhagen, M.; Glaumann, M.; Malmqvist, T.",,,Build. Environ.,2011,,,,,,,,,"Wallhagen, M., Glaumann, M., Malmqvist, T., Basic building life cycle calculations to decrease contribution to climate change–case study on an office building in Sweden. Build. Environ. 46:10 (2011), 1863–1871, 10.1016/j.buildenv.2011.02.003."
3,10.1016/j.jobe.2023.106396,43,33244486092,10.1061/(ASCE)1076-0342,Life cycle assessment of office buildings in Europe and the United States,"Junnila, S.; Horvath, A.; Guggemos, A.A.",,,J. Infrastruct. Syst.,2006,,,,,,,,2006)12:1(10),"Junnila, S., Horvath, A., Guggemos, A.A., Life cycle assessment of office buildings in Europe and the United States. J. Infrastruct. Syst. 12:1 (2006), 10–17, 10.1061/(ASCE)1076-0342 2006)12:1(10)."
3,10.1016/j.jobe.2023.106396,44,85090220223,10.1016/j.jclepro.2020.123819,"Life cycle GHG assessment of a building restoration: case study of a heritage industrial building in Toronto, Canada","Opher, T.; Duhamel, M.; Posen, I.D.; Panesar, D.K.; Brugmann, R.; Roy, A.",,,J. Clean. Prod.,2021,,,,,,,,,"Opher, T., Duhamel, M., Posen, I.D., Panesar, D.K., Brugmann, R., Roy, A., et al. Life cycle GHG assessment of a building restoration: case study of a heritage industrial building in Toronto, Canada. J. Clean. Prod., 279, 2021, 123819, 10.1016/j.jclepro.2020.123819."
3,10.1016/j.jobe.2023.106396,45,0043014613,10.1016/S0378-7788(03)00066-5,Life cycle energy and environmental performance of a new university building: modeling challenges and design implications,"Scheuer, C.; Keoleian, G.A.; Reppe, P.",,,Energy Build.,2003,,,,,,,,,"Scheuer, C., Keoleian, G.A., Reppe, P., Life cycle energy and environmental performance of a new university building: modeling challenges and design implications. Energy Build. 35:10 (2003), 1049–1064, 10.1016/S0378-7788(03)00066-5."
3,10.1016/j.jobe.2023.106396,46,0032142129,10.1016/S0378-7788(98)00010-3,Estimation of life cycle energy consumption and CO2emission of office buildings in Japan,"Suzuki, M.; Oka, T.",,,Energy Build.,1998,,,,,,,,,"Suzuki, M., Oka, T., Estimation of life cycle energy consumption and CO2emission of office buildings in Japan. Energy Build. 28:1 (1998), 33–41, 10.1016/S0378-7788(98)00010-3."
